frame,xmin,ymin,xmax,ymax,class,ts_sent,ts_recv,latency_ms
1478019965682301515.jpg,188.0,139.0,215.0,161.0,1,1750098573114,1750098573117,3
1478019965682301515.jpg,220,143,230,151,1,1750098573153,1750098573153,0
1478019965682301515.jpg,220.0,143.0,230.0,151.0,1,1750098573153,1750098573156,3
1478019965682301515.jpg,231,127,237,135,5,1750098573192,1750098573192,0
1478019965682301515.jpg,231.0,127.0,237.0,135.0,5,1750098573192,1750098573195,3
1478019965682301515.jpg,258,141,274,151,1,1750098573231,1750098573231,0
1478019965682301515.jpg,258.0,141.0,274.0,151.0,1,1750098573231,1750098573233,2
1478019965682301515.jpg,350,127,367,168,3,1750098573271,1750098573272,1
1478019965682301515.jpg,350.0,127.0,367.0,168.0,3,1750098573271,1750098573275,4
1478019966187511711.jpg,188,139,218,161,1,1750098573311,1750098573312,1
1478019966187511711.jpg,188.0,139.0,218.0,161.0,1,1750098573311,1750098573315,4
1478019966187511711.jpg,220,142,230,150,1,1750098573351,1750098573352,1
1478019966187511711.jpg,220.0,142.0,230.0,150.0,1,1750098573351,1750098573355,4
1478019966187511711.jpg,231,126,237,135,5,1750098573391,1750098573391,0
1478019966187511711.jpg,231.0,126.0,237.0,135.0,5,1750098573391,1750098573394,3
1478019966187511711.jpg,259,141,275,151,1,1750098573430,1750098573431,1
1478019966187511711.jpg,259.0,141.0,275.0,151.0,1,1750098573430,1750098573434,4
1478019966688931929.jpg,188,141,197,153,1,1750098573471,1750098573471,0
1478019966688931929.jpg,188.0,141.0,197.0,153.0,1,1750098573471,1750098573474,3
1478019966688931929.jpg,193,141,218,159,1,1750098573510,1750098573510,0
1478019966688931929.jpg,193.0,141.0,218.0,159.0,1,1750098573510,1750098573513,3
1478019966688931929.jpg,219,142,229,150,1,1750098573552,1750098573552,0
1478019966688931929.jpg,219.0,142.0,229.0,150.0,1,1750098573552,1750098573555,3
1478019966688931929.jpg,233,126,238,134,5,1750098573591,1750098573591,0
1478019966688931929.jpg,233.0,126.0,238.0,134.0,5,1750098573591,1750098573594,3
1478019967180239928.jpg,180,143,195,154,1,1750098573630,1750098573630,0
1478019967180239928.jpg,180.0,143.0,195.0,154.0,1,1750098573630,1750098573633,3
1478019967180239928.jpg,190,141,215,159,1,1750098573668,1750098573668,0
1478019967180239928.jpg,190.0,141.0,215.0,159.0,1,1750098573668,1750098573670,2
1478019967180239928.jpg,219,142,228,150,1,1750098573706,1750098573706,0
1478019967180239928.jpg,219.0,142.0,228.0,150.0,1,1750098573706,1750098573708,2
1478019967180239928.jpg,230,125,236,134,5,1750098573744,1750098573744,0
1478019967180239928.jpg,230.0,125.0,236.0,134.0,5,1750098573744,1750098573747,3
1478019967686224547.jpg,167,143,185,156,1,1750098573782,1750098573782,0
1478019967686224547.jpg,167.0,143.0,185.0,156.0,1,1750098573782,1750098573785,3
1478019967686224547.jpg,188,142,212,160,1,1750098573820,1750098573820,0
1478019967686224547.jpg,188.0,142.0,212.0,160.0,1,1750098573820,1750098573823,3
1478019967686224547.jpg,214,142,225,152,1,1750098573858,1750098573858,0
1478019967686224547.jpg,214.0,142.0,225.0,152.0,1,1750098573858,1750098573861,3
1478019967686224547.jpg,227,126,232,134,5,1750098573896,1750098573896,0
1478019967686224547.jpg,227.0,126.0,232.0,134.0,5,1750098573896,1750098573899,3
1478019968180276750.jpg,153,142,174,158,1,1750098573936,1750098573936,0
1478019968180276750.jpg,153.0,142.0,174.0,158.0,1,1750098573936,1750098573939,3
1478019968180276750.jpg,186,142,211,160,1,1750098573974,1750098573974,0
1478019968180276750.jpg,186.0,142.0,211.0,160.0,1,1750098573974,1750098573977,3
1478019968180276750.jpg,212,144,222,153,1,1750098574013,1750098574014,1
1478019968180276750.jpg,212.0,144.0,222.0,153.0,1,1750098574013,1750098574016,3
1478019968180276750.jpg,225,126,230,134,5,1750098574053,1750098574053,0
1478019968180276750.jpg,225.0,126.0,230.0,134.0,5,1750098574053,1750098574056,3
1478019968680240537.jpg,134,140,160,159,1,1750098574092,1750098574093,1
1478019968680240537.jpg,134.0,140.0,160.0,159.0,1,1750098574092,1750098574095,3
1478019968680240537.jpg,184,142,204,160,1,1750098574131,1750098574131,0
1478019968680240537.jpg,184.0,142.0,204.0,160.0,1,1750098574131,1750098574134,3
1478019968680240537.jpg,207,142,219,151,1,1750098574170,1750098574170,0
1478019968680240537.jpg,207.0,142.0,219.0,151.0,1,1750098574170,1750098574172,2
1478019968680240537.jpg,208,144,220,151,1,1750098574208,1750098574208,0
1478019968680240537.jpg,208.0,144.0,220.0,151.0,1,1750098574208,1750098574211,3
1478019968680240537.jpg,222,124,227,133,5,1750098574247,1750098574247,0
1478019968680240537.jpg,222.0,124.0,227.0,133.0,5,1750098574247,1750098574250,3
1478019969186707568.jpg,101,140,135,162,1,1750098574286,1750098574286,0
1478019969186707568.jpg,101.0,140.0,135.0,162.0,1,1750098574286,1750098574288,2
1478019969186707568.jpg,182,143,202,161,1,1750098574324,1750098574324,0
1478019969186707568.jpg,182.0,143.0,202.0,161.0,1,1750098574324,1750098574326,2
1478019969186707568.jpg,204,144,215,152,1,1750098574362,1750098574363,1
1478019969186707568.jpg,204.0,144.0,215.0,152.0,1,1750098574362,1750098574365,3
1478019969186707568.jpg,204,143,217,153,1,1750098574401,1750098574402,1
1478019969186707568.jpg,204.0,143.0,217.0,153.0,1,1750098574401,1750098574404,3
1478019969186707568.jpg,218,124,224,132,5,1750098574441,1750098574441,0
1478019969186707568.jpg,218.0,124.0,224.0,132.0,5,1750098574441,1750098574444,3
1478019969688638443.jpg,46,138,95,169,1,1750098574480,1750098574481,1
1478019969688638443.jpg,46.0,138.0,95.0,169.0,1,1750098574480,1750098574484,4
1478019969688638443.jpg,177,142,198,159,1,1750098574519,1750098574520,1
1478019969688638443.jpg,177.0,142.0,198.0,159.0,1,1750098574519,1750098574522,3
1478019969688638443.jpg,198,142,212,153,1,1750098574558,1750098574558,0
1478019969688638443.jpg,198.0,142.0,212.0,153.0,1,1750098574558,1750098574562,4
1478019969688638443.jpg,199,145,211,152,1,1750098574597,1750098574597,0
1478019969688638443.jpg,199.0,145.0,211.0,152.0,1,1750098574597,1750098574600,3
1478019969688638443.jpg,214,123,220,131,5,1750098574639,1750098574639,0
1478019969688638443.jpg,214.0,123.0,220.0,131.0,5,1750098574639,1750098574669,30
1478019970188563338.jpg,153,131,158,140,5,1750098574700,1750098574700,0
1478019970188563338.jpg,153.0,131.0,158.0,140.0,5,1750098574700,1750098574703,3
1478019970188563338.jpg,174,143,195,160,1,1750098574740,1750098574740,0
1478019970188563338.jpg,174.0,143.0,195.0,160.0,1,1750098574740,1750098574743,3
1478019970188563338.jpg,194,142,207,153,1,1750098574779,1750098574779,0
1478019970188563338.jpg,194.0,142.0,207.0,153.0,1,1750098574779,1750098574782,3
1478019970188563338.jpg,195,144,206,151,1,1750098574818,1750098574818,0
1478019970188563338.jpg,195.0,144.0,206.0,151.0,1,1750098574818,1750098574821,3
1478019970188563338.jpg,210,121,216,130,5,1750098574856,1750098574856,0
1478019970188563338.jpg,210.0,121.0,216.0,130.0,5,1750098574856,1750098574859,3
1478019970680532186.jpg,146,132,151,140,5,1750098574896,1750098574896,0
1478019970680532186.jpg,146.0,132.0,151.0,140.0,5,1750098574896,1750098574899,3
1478019970680532186.jpg,170,142,191,159,1,1750098574935,1750098574935,0
1478019970680532186.jpg,170.0,142.0,191.0,159.0,1,1750098574935,1750098574937,2
1478019970680532186.jpg,189,141,203,152,1,1750098574973,1750098574973,0
1478019970680532186.jpg,189.0,141.0,203.0,152.0,1,1750098574973,1750098574976,3
1478019970680532186.jpg,190,143,202,150,1,1750098575012,1750098575012,0
1478019970680532186.jpg,190.0,143.0,202.0,150.0,1,1750098575012,1750098575014,2
1478019970680532186.jpg,206,119,212,129,5,1750098575050,1750098575050,0
1478019970680532186.jpg,206.0,119.0,212.0,129.0,5,1750098575050,1750098575053,3
1478019971185917857.jpg,141,130,146,138,5,1750098575089,1750098575089,0
1478019971185917857.jpg,141.0,130.0,146.0,138.0,5,1750098575089,1750098575092,3
1478019971185917857.jpg,169,141,190,158,1,1750098575128,1750098575128,0
1478019971185917857.jpg,169.0,141.0,190.0,158.0,1,1750098575128,1750098575131,3
1478019971185917857.jpg,188,140,202,151,1,1750098575168,1750098575168,0
1478019971185917857.jpg,188.0,140.0,202.0,151.0,1,1750098575168,1750098575171,3
1478019971185917857.jpg,189,141,200,149,1,1750098575207,1750098575207,0
1478019971185917857.jpg,189.0,141.0,200.0,149.0,1,1750098575207,1750098575210,3
1478019971185917857.jpg,205,117,211,126,5,1750098575248,1750098575248,0
1478019971185917857.jpg,205.0,117.0,211.0,126.0,5,1750098575248,1750098575252,4
1478019971686116476.jpg,136,129,142,137,5,1750098575287,1750098575287,0
1478019971686116476.jpg,136.0,129.0,142.0,137.0,5,1750098575287,1750098575290,3
1478019971686116476.jpg,146,142,159,151,4,1750098575326,1750098575326,0
1478019971686116476.jpg,146.0,142.0,159.0,151.0,4,1750098575326,1750098575328,2
1478019971686116476.jpg,166,140,187,157,1,1750098575364,1750098575364,0
1478019971686116476.jpg,166.0,140.0,187.0,157.0,1,1750098575364,1750098575367,3
1478019971686116476.jpg,185,116,189,125,5,1750098575403,1750098575403,0
1478019971686116476.jpg,185.0,116.0,189.0,125.0,5,1750098575403,1750098575406,3
1478019971686116476.jpg,186,139,200,150,1,1750098575441,1750098575441,0
1478019971686116476.jpg,186.0,139.0,200.0,150.0,1,1750098575441,1750098575444,3
1478019971686116476.jpg,188,140,199,148,1,1750098575480,1750098575480,0
1478019971686116476.jpg,188.0,140.0,199.0,148.0,1,1750098575480,1750098575487,7
1478019971686116476.jpg,204,115,209,123,5,1750098575519,1750098575519,0
1478019971686116476.jpg,204.0,115.0,209.0,123.0,5,1750098575519,1750098575522,3
1478019971686116476.jpg,204,114,210,123,5,1750098575557,1750098575557,0
1478019971686116476.jpg,204.0,114.0,210.0,123.0,5,1750098575557,1750098575560,3
1478019971686116476.jpg,214,135,227,150,4,1750098575596,1750098575596,0
1478019971686116476.jpg,214.0,135.0,227.0,150.0,4,1750098575596,1750098575598,2
1478019971686116476.jpg,241,119,249,129,5,1750098575634,1750098575634,0
1478019971686116476.jpg,241.0,119.0,249.0,129.0,5,1750098575634,1750098575638,4
1478019971686116476.jpg,265,135,306,149,1,1750098575673,1750098575673,0
1478019971686116476.jpg,265.0,135.0,306.0,149.0,1,1750098575673,1750098575676,3
1478019972180014279.jpg,124,142,138,152,4,1750098575712,1750098575712,0
1478019972180014279.jpg,124.0,142.0,138.0,152.0,4,1750098575712,1750098575715,3
1478019972180014279.jpg,132,128,137,136,5,1750098575752,1750098575752,0
1478019972180014279.jpg,132.0,128.0,137.0,136.0,5,1750098575752,1750098575754,2
1478019972180014279.jpg,163,140,184,157,1,1750098575792,1750098575792,0
1478019972180014279.jpg,163.0,140.0,184.0,157.0,1,1750098575792,1750098575796,4
1478019972180014279.jpg,182,115,186,124,5,1750098575831,1750098575831,0
1478019972180014279.jpg,182.0,115.0,186.0,124.0,5,1750098575831,1750098575834,3
1478019972180014279.jpg,184,140,197,151,1,1750098575870,1750098575870,0
1478019972180014279.jpg,184.0,140.0,197.0,151.0,1,1750098575870,1750098575873,3
1478019972180014279.jpg,185,139,196,147,1,1750098575909,1750098575909,0
1478019972180014279.jpg,185.0,139.0,196.0,147.0,1,1750098575909,1750098575912,3
1478019972180014279.jpg,202,113,207,121,5,1750098575948,1750098575948,0
1478019972180014279.jpg,202.0,113.0,207.0,121.0,5,1750098575948,1750098575951,3
1478019972180014279.jpg,203,112,209,121,5,1750098575987,1750098575987,0
1478019972180014279.jpg,203.0,112.0,209.0,121.0,5,1750098575987,1750098575990,3
1478019972180014279.jpg,242,118,250,128,5,1750098576026,1750098576026,0
1478019972180014279.jpg,242.0,118.0,250.0,128.0,5,1750098576026,1750098576028,2
1478019972180014279.jpg,268,133,300,149,1,1750098576064,1750098576065,1
1478019972180014279.jpg,268.0,133.0,300.0,149.0,1,1750098576064,1750098576068,4
1478019972180014279.jpg,275,137,283,160,3,1750098576104,1750098576104,0
1478019972180014279.jpg,275.0,137.0,283.0,160.0,3,1750098576104,1750098576106,2
1478019972685986697.jpg,34,144,65,157,1,1750098576144,1750098576144,0
1478019972685986697.jpg,34.0,144.0,65.0,157.0,1,1750098576144,1750098576147,3
1478019972685986697.jpg,104,141,117,152,4,1750098576184,1750098576184,0
1478019972685986697.jpg,104.0,141.0,117.0,152.0,4,1750098576184,1750098576187,3
1478019972685986697.jpg,125,126,130,135,5,1750098576223,1750098576223,0
1478019972685986697.jpg,125.0,126.0,130.0,135.0,5,1750098576223,1750098576225,2
1478019972685986697.jpg,162,139,184,157,1,1750098576262,1750098576262,0
1478019972685986697.jpg,162.0,139.0,184.0,157.0,1,1750098576262,1750098576265,3
1478019972685986697.jpg,179,114,183,123,5,1750098576301,1750098576301,0
1478019972685986697.jpg,179.0,114.0,183.0,123.0,5,1750098576301,1750098576304,3
1478019972685986697.jpg,180,140,197,150,1,1750098576339,1750098576340,1
1478019972685986697.jpg,180.0,140.0,197.0,150.0,1,1750098576339,1750098576342,3
1478019972685986697.jpg,182,139,193,146,1,1750098576378,1750098576378,0
1478019972685986697.jpg,182.0,139.0,193.0,146.0,1,1750098576378,1750098576381,3
1478019972685986697.jpg,201,111,206,119,5,1750098576416,1750098576416,0
1478019972685986697.jpg,201.0,111.0,206.0,119.0,5,1750098576416,1750098576419,3
1478019972685986697.jpg,201,110,207,120,5,1750098576454,1750098576455,1
1478019972685986697.jpg,201.0,110.0,207.0,120.0,5,1750098576454,1750098576457,3
1478019972685986697.jpg,242,115,250,128,5,1750098576493,1750098576493,0
1478019972685986697.jpg,242.0,115.0,250.0,128.0,5,1750098576493,1750098576496,3
1478019972685986697.jpg,270,131,302,148,1,1750098576532,1750098576532,0
1478019972685986697.jpg,270.0,131.0,302.0,148.0,1,1750098576532,1750098576535,3
1478019972685986697.jpg,275,135,285,154,3,1750098576570,1750098576570,0
1478019972685986697.jpg,275.0,135.0,285.0,154.0,3,1750098576570,1750098576573,3
1478019973185520968.jpg,48,143,79,156,1,1750098576609,1750098576609,0
1478019973185520968.jpg,48.0,143.0,79.0,156.0,1,1750098576609,1750098576612,3
1478019973185520968.jpg,50,143,77,154,1,1750098576650,1750098576650,0
1478019973185520968.jpg,50.0,143.0,77.0,154.0,1,1750098576650,1750098576652,2
1478019973185520968.jpg,83,141,97,153,4,1750098576690,1750098576690,0
1478019973185520968.jpg,83.0,141.0,97.0,153.0,4,1750098576690,1750098576693,3
1478019973185520968.jpg,118,125,125,134,5,1750098576728,1750098576728,0
1478019973185520968.jpg,118.0,125.0,125.0,134.0,5,1750098576728,1750098576731,3
1478019973185520968.jpg,157,138,184,155,1,1750098576768,1750098576768,0
1478019973185520968.jpg,157.0,138.0,184.0,155.0,1,1750098576768,1750098576770,2
1478019973185520968.jpg,175,111,180,120,5,1750098576806,1750098576806,0
1478019973185520968.jpg,175.0,111.0,180.0,120.0,5,1750098576806,1750098576809,3
1478019973185520968.jpg,178,139,196,151,1,1750098576845,1750098576845,0
1478019973185520968.jpg,178.0,139.0,196.0,151.0,1,1750098576845,1750098576848,3
1478019973185520968.jpg,179,137,193,149,1,1750098576883,1750098576883,0
1478019973185520968.jpg,179.0,137.0,193.0,149.0,1,1750098576883,1750098576886,3
1478019973185520968.jpg,199,109,204,117,5,1750098576921,1750098576922,1
1478019973185520968.jpg,199.0,109.0,204.0,117.0,5,1750098576921,1750098576924,3
1478019973185520968.jpg,199,108,206,119,5,1750098576960,1750098576960,0
1478019973185520968.jpg,199.0,108.0,206.0,119.0,5,1750098576960,1750098576963,3
1478019973185520968.jpg,245,111,252,124,5,1750098576999,1750098576999,0
1478019973185520968.jpg,245.0,111.0,252.0,124.0,5,1750098576999,1750098577002,3
1478019973185520968.jpg,271,132,308,148,1,1750098577037,1750098577037,0
1478019973185520968.jpg,271.0,132.0,308.0,148.0,1,1750098577037,1750098577040,3
1478019973185520968.jpg,276,131,288,154,3,1750098577076,1750098577076,0
1478019973185520968.jpg,276.0,131.0,288.0,154.0,3,1750098577076,1750098577078,2
1478019973687625979.jpg,59,146,72,156,4,1750098577114,1750098577114,0
1478019973687625979.jpg,59.0,146.0,72.0,156.0,4,1750098577114,1750098577117,3
1478019973687625979.jpg,65,143,100,156,1,1750098577161,1750098577162,1
1478019973687625979.jpg,65.0,143.0,100.0,156.0,1,1750098577161,1750098577165,4
1478019973687625979.jpg,66,144,102,155,1,1750098577200,1750098577201,1
1478019973687625979.jpg,66.0,144.0,102.0,155.0,1,1750098577200,1750098577203,3
1478019973687625979.jpg,110,125,116,134,5,1750098577239,1750098577239,0
1478019973687625979.jpg,110.0,125.0,116.0,134.0,5,1750098577239,1750098577242,3
1478019973687625979.jpg,111,125,118,135,5,1750098577278,1750098577278,0
1478019973687625979.jpg,111.0,125.0,118.0,135.0,5,1750098577278,1750098577281,3
1478019973687625979.jpg,152,138,178,158,1,1750098577317,1750098577317,0
1478019973687625979.jpg,152.0,138.0,178.0,158.0,1,1750098577317,1750098577319,2
1478019973687625979.jpg,170,107,179,120,5,1750098577355,1750098577355,0
1478019973687625979.jpg,170.0,107.0,179.0,120.0,5,1750098577355,1750098577358,3
1478019973687625979.jpg,172,109,176,118,5,1750098577393,1750098577393,0
1478019973687625979.jpg,172.0,109.0,176.0,118.0,5,1750098577393,1750098577396,3
1478019973687625979.jpg,175,140,193,152,1,1750098577431,1750098577431,0
1478019973687625979.jpg,175.0,140.0,193.0,152.0,1,1750098577431,1750098577433,2
1478019973687625979.jpg,177,139,191,149,1,1750098577469,1750098577469,0
1478019973687625979.jpg,177.0,139.0,191.0,149.0,1,1750098577469,1750098577472,3
1478019973687625979.jpg,197,106,204,117,5,1750098577508,1750098577508,0
1478019973687625979.jpg,197.0,106.0,204.0,117.0,5,1750098577508,1750098577512,4
1478019973687625979.jpg,198,107,203,116,5,1750098577548,1750098577548,0
1478019973687625979.jpg,198.0,107.0,203.0,116.0,5,1750098577548,1750098577551,3
1478019973687625979.jpg,247,111,255,124,5,1750098577586,1750098577586,0
1478019973687625979.jpg,247.0,111.0,255.0,124.0,5,1750098577586,1750098577589,3
1478019973687625979.jpg,271,132,308,150,1,1750098577625,1750098577625,0
1478019973687625979.jpg,271.0,132.0,308.0,150.0,1,1750098577625,1750098577627,2
1478019973687625979.jpg,282,133,294,157,3,1750098577663,1750098577664,1
1478019973687625979.jpg,282.0,133.0,294.0,157.0,3,1750098577663,1750098577667,4
1478019974179606198.jpg,31,146,44,155,4,1750098577702,1750098577702,0
1478019974179606198.jpg,31.0,146.0,44.0,155.0,4,1750098577702,1750098577704,2
1478019974179606198.jpg,90,140,129,154,1,1750098577740,1750098577740,0
1478019974179606198.jpg,90.0,140.0,129.0,154.0,1,1750098577740,1750098577743,3
1478019974179606198.jpg,94,144,130,155,1,1750098577780,1750098577780,0
1478019974179606198.jpg,94.0,144.0,130.0,155.0,1,1750098577780,1750098577783,3
1478019974179606198.jpg,103,125,110,135,5,1750098577861,1750098577861,0
1478019974179606198.jpg,103.0,125.0,110.0,135.0,5,1750098577861,1750098577864,3
1478019974179606198.jpg,104,123,110,134,5,1750098577900,1750098577900,0
1478019974179606198.jpg,104.0,123.0,110.0,134.0,5,1750098577900,1750098577902,2
1478019974179606198.jpg,121,137,140,156,4,1750098577941,1750098577941,0
1478019974179606198.jpg,121.0,137.0,140.0,156.0,4,1750098577941,1750098577946,5
1478019974179606198.jpg,124,136,143,157,4,1750098577980,1750098577981,1
1478019974179606198.jpg,124.0,136.0,143.0,157.0,4,1750098577980,1750098577984,4
1478019974179606198.jpg,145,138,177,158,1,1750098578020,1750098578020,0
1478019974179606198.jpg,145.0,138.0,177.0,158.0,1,1750098578020,1750098578023,3
1478019974179606198.jpg,168,103,177,116,5,1750098578059,1750098578060,1
1478019974179606198.jpg,168.0,103.0,177.0,116.0,5,1750098578059,1750098578062,3
1478019974179606198.jpg,169,107,173,116,5,1750098578097,1750098578097,0
1478019974179606198.jpg,169.0,107.0,173.0,116.0,5,1750098578097,1750098578100,3
1478019974179606198.jpg,173,139,189,151,1,1750098578137,1750098578137,0
1478019974179606198.jpg,173.0,139.0,189.0,151.0,1,1750098578137,1750098578139,2
1478019974179606198.jpg,174,139,193,151,1,1750098578179,1750098578179,0
1478019974179606198.jpg,174.0,139.0,193.0,151.0,1,1750098578179,1750098578182,3
1478019974179606198.jpg,195,102,204,115,5,1750098578220,1750098578220,0
1478019974179606198.jpg,195.0,102.0,204.0,115.0,5,1750098578220,1750098578222,2
1478019974179606198.jpg,197,104,202,113,5,1750098578258,1750098578258,0
1478019974179606198.jpg,197.0,104.0,202.0,113.0,5,1750098578258,1750098578261,3
1478019974179606198.jpg,240,121,246,133,5,1750098578296,1750098578296,0
1478019974179606198.jpg,240.0,121.0,246.0,133.0,5,1750098578296,1750098578299,3
1478019974179606198.jpg,251,105,258,118,5,1750098578334,1750098578334,0
1478019974179606198.jpg,251.0,105.0,258.0,118.0,5,1750098578334,1750098578338,4
1478019974179606198.jpg,280,133,322,145,1,1750098578375,1750098578375,0
1478019974179606198.jpg,280.0,133.0,322.0,145.0,1,1750098578375,1750098578377,2
1478019974179606198.jpg,284,131,321,149,1,1750098578414,1750098578414,0
1478019974179606198.jpg,284.0,131.0,321.0,149.0,1,1750098578414,1750098578416,2
1478019974179606198.jpg,289,131,300,159,3,1750098578453,1750098578453,0
1478019974179606198.jpg,289.0,131.0,300.0,159.0,3,1750098578453,1750098578456,3
1478019974679051391.jpg,87,136,110,160,4,1750098578491,1750098578491,0
1478019974679051391.jpg,87.0,136.0,110.0,160.0,4,1750098578491,1750098578494,3
1478019974679051391.jpg,88,140,107,159,4,1750098578530,1750098578530,0
1478019974679051391.jpg,88.0,140.0,107.0,159.0,4,1750098578530,1750098578532,2
1478019974679051391.jpg,95,122,101,134,5,1750098578569,1750098578569,0
1478019974679051391.jpg,95.0,122.0,101.0,134.0,5,1750098578569,1750098578572,3
1478019974679051391.jpg,95,124,102,134,5,1750098578607,1750098578607,0
1478019974679051391.jpg,95.0,124.0,102.0,134.0,5,1750098578607,1750098578609,2
1478019974679051391.jpg,124,140,162,158,1,1750098578645,1750098578645,0
1478019974679051391.jpg,124.0,140.0,162.0,158.0,1,1750098578645,1750098578648,3
1478019974679051391.jpg,127,142,163,153,1,1750098578687,1750098578687,0
1478019974679051391.jpg,127.0,142.0,163.0,153.0,1,1750098578687,1750098578689,2
1478019974679051391.jpg,136,136,171,160,1,1750098578726,1750098578726,0
1478019974679051391.jpg,136.0,136.0,171.0,160.0,1,1750098578726,1750098578728,2
1478019974679051391.jpg,163,103,172,116,5,1750098578764,1750098578764,0
1478019974679051391.jpg,163.0,103.0,172.0,116.0,5,1750098578764,1750098578767,3
1478019974679051391.jpg,166,105,170,114,5,1750098578803,1750098578804,1
1478019974679051391.jpg,166.0,105.0,170.0,114.0,5,1750098578803,1750098578806,3
1478019974679051391.jpg,170,138,186,152,1,1750098578842,1750098578842,0
1478019974679051391.jpg,170.0,138.0,186.0,152.0,1,1750098578842,1750098578845,3
1478019974679051391.jpg,194,100,202,115,5,1750098578881,1750098578881,0
1478019974679051391.jpg,194.0,100.0,202.0,115.0,5,1750098578881,1750098578883,2
1478019974679051391.jpg,196,101,201,110,5,1750098578921,1750098578922,1
1478019974679051391.jpg,196.0,101.0,201.0,110.0,5,1750098578921,1750098578924,3
1478019974679051391.jpg,242,118,248,131,5,1750098578962,1750098578962,0
1478019974679051391.jpg,242.0,118.0,248.0,131.0,5,1750098578962,1750098578965,3
1478019974679051391.jpg,254,103,261,116,5,1750098579001,1750098579001,0
1478019974679051391.jpg,254.0,103.0,261.0,116.0,5,1750098579001,1750098579004,3
1478019974679051391.jpg,284,131,340,148,1,1750098579040,1750098579040,0
1478019974679051391.jpg,284.0,131.0,340.0,148.0,1,1750098579040,1750098579042,2
1478019974679051391.jpg,292,131,334,148,1,1750098579078,1750098579078,0
1478019974679051391.jpg,292.0,131.0,334.0,148.0,1,1750098579078,1750098579081,3
1478019974679051391.jpg,301,129,314,160,3,1750098579116,1750098579116,0
1478019974679051391.jpg,301.0,129.0,314.0,160.0,3,1750098579116,1750098579118,2
1478019975180844551.jpg,46,136,72,164,4,1750098579154,1750098579155,1
1478019975180844551.jpg,46.0,136.0,72.0,164.0,4,1750098579154,1750098579157,3
1478019975180844551.jpg,49,139,68,158,4,1750098579195,1750098579195,0
1478019975180844551.jpg,49.0,139.0,68.0,158.0,4,1750098579195,1750098579198,3
1478019975180844551.jpg,85,120,92,129,5,1750098579235,1750098579235,0
1478019975180844551.jpg,85.0,120.0,92.0,129.0,5,1750098579235,1750098579238,3
1478019975180844551.jpg,86,119,93,131,5,1750098579273,1750098579274,1
1478019975180844551.jpg,86.0,119.0,93.0,131.0,5,1750098579273,1750098579276,3
